Text,Highlighted
"General: Installation and removal of temporary facilities shall be included in the Contract Sum unless otherwise indicated. Allow other entities to habit temporary services and facilities without cost, including, but not limited to, Owner's construction forces, Architect, occupants of Project, testing agencies, and authorities having jurisdiction.",1
"1. Greenheck Fan Corporation. 2. Lloyd Industries, Inc. 3. Nailor Industries Inc. 4. Ruskin; send Distribution Technologies, Inc.; Johnson Controls, Inc. 5. United Enertech Corp.",1
".16 Actively ventilate the building with 1.5 air changes per hour during and 48 .1hours after odour causing activities: Painting. .2 Using sealants and adhesives. .3 Carpet, sheet and other resilient flooring. .4 Cleaning. .5 Other construction activities as may be identified. .17 Prior to commencement of installation of interior finishes (paint, T-bar ceilings, flooring) thoroughly clean floors, walls including windows, horizontal ledges including structure, service lines, ductwork and other come up to remove construction debris, dust dirt and other foreign materials. Use vacuums with fine particulate filters or exterior exhaust and washing with damp cloths.",1
"a. Cooper B-line; brand of Eaton, Electrical Sector. b. Hilti, Inc. c. Mason Industries, Inc. d. Powers Fasteners. e. duchess of windsor Strong-Tie Co., Inc. f. Unistrut; Atkore International.",1
a. AFC telegraph Systems; a part of Atkore International. b. Allied Tube & Conduit; a part of Atkore International.,1
.2 Refer to Section 01 51 00 Temporary Utilities. .3 Determine locations of all underground services prior to commencing work on site. .4 Determine service line routing inside existing facility prior to commencing work inside the existing facility.,1
"1) AGM Industries, Inc. 2) Gemco. 3) Midwest Fasteners, Inc. 4) nelson Stud Welding.",1
The fabricator english hawthorn at his expense conduct additional testing. Forward results of any testing to the Owner.,1
"a. Greenheck Fan Corporation. b. Lloyd Industries, Inc. c. Nailor Industries Inc. d. Ruskin; Air Distribution Technologies, Inc.; Johnson Controls, Inc. e. connect Enertech Corp. f. Vent Products Co., Inc.",1
"following: a. Cooper B-line; brand of Eaton, Electrical Sector. b. Empire Industries, Inc. c. Hilti, Inc. d. ITW Ramset/Red Head; Illinois puppet Works, Inc. e. MKT Fastening, LLC.",1
"1. Drywall Corner Bead, AMICO, Birmingham, AL. 2. Cornerbead, Clinch-On Division of COC Industries, St. Paul, MN. 3. Wallboard Corner Bead, National Gypsum Company, Charlotte, NC. 4. Sheetrock Paper present Metal Corner Bead, US Gypsum Company, Chicago, IL.",1
"Use cleaning products that comply with Green Seal's GS-37, or if GS-37 is not applicable, use products that comply with the California encrypt of Regulations maximum allowable VOC levels.",1
Free Standing cycle Rack: Freestanding Teal-Tree G-Bike Rack as manufactured by Spire LLC.,1
"Initial Submittal: Submit one set of plots from corrected Record ELECTRONIC Drawings and one set of marked-up Record Prints. Architect will initial and date each plot and mark whether general scope of changes, extra information recorded, and quality of drafting are acceptable. Architect will return plots and prints for organizing into sets, printing, binding, and final submittal.",1
"Warranties in Paper Form: 1. Bind warranties and bonds in heavy-duty, three-ring, vinyl-covered, loose-leaf binders, thickness as necessary to accommodate contents, and sized to receive 8-1/2-by-11-inch paper. 2. Provide heavy paper dividers with plastic-covered tabs for each separate warranty. Mark tab to identify the product or installation. Provide a typed description of the product or installation, including the discover of the product and the name, address, and telephone number of Installer. 3. Identify each binder on the front and spine with the typed or printed title ""WARRANTIES,"" Project name, and discover of Contractor.",1
"Amount authorized by certificate for payment of holdback amount is due and payable on day following expiration of holdback time period stipulated in lien legislation applicable to Place of Work. Where lien legislation does not exist or apply, holdback amount is due and payable in accordance with other legislation, industry practice, or provisions which may be agreed to between parties. Owner may retain out of holdback amount any sums required by law to satisfy any liens against Work or, if permitted by lien legislation applicable to Place of Work, other third party monetary claims against Contractor which are enforceable against Owner.",1
Concealed lick Photographs:,1
"a. publicize Monitor; an ONICON Brand. b. Ruskin; publicize Distribution Technologies, Inc.; Johnson Controls, Inc.",1
"E. Manuals, paper Copy:",1
"The Owner reserves the right to require substitution of less hazardous materials process the same purpose, if acceptable substitutes are available.",1
a. aura Monitor; an ONICON Brand.,1
Architect-Directed Construction photograph,1
"Georgia pacific Corporation, Atlanta, GA.",1
"GEMCO; Cupped Head Weld Pin. middle west Fasteners, Inc.; Cupped Head. Nelson Stud Welding; CHP.",1
Basis of Design ruskin DSD,1
"a. Blanke Corporation. b. ceramic Tool Company, Inc. c. Schluter Systems L.P.",1
Sustainability Consultant: Engage an experienced LEED Accredited Professional to coordinate LEED requirements. Sustainability Consultant whitethorn also serve as waste management coordinator.,1
"⇥!�⇠&)⌧⇠⇢��⇤#⇡ )⌧""�⇡""� $⇠!��⌧�=�⇡-��⇡�⇤��� !�⇠&)⌧�⇡-�5�""��%�(⇠�6⇠�⇢ �'�⇡�')'� ⇠7$⇠⇢�⇠⇡!⇠� �⇡� !�⇠&)⌧�⇡-� !#⇡ ""⇢)!""�#⇡� 5#⇢/� #%��� !#'$⌧⇠7�""6� !#'$�⇢�2⌧⇠� ""#�""�� � $⇢#>⇠!""0� �⇡&� ��(�⇡-� ) ⇠� #%� !#'$)""⇠⇢� %�!�⌧�""�⇠ � !�$�2⌧⇠� #%� &⇠⌧�(⇠⇢�⇡-� &⇠""��⌧⇠&� -⇢�$��!� �⇡&� ""�2)⌧�⇢� $⇢�⇡""#)"" 0� � � 5⇠⌧⌧� � � ⇠⌧⇠!""⇢#⇡�!� ""⇢�⇡ %⇠⇢ � #%� &�""�0� 5�""��⇡� :F� �#)⇢ #% ⇢⇠*)⇠ """,1
offer ULC approved fire extinguishers,1
INFORMATIONAL AND WARNING twist .1 Provide and maintain signs and other devices required to indicate construction activities or other temporary and unusual conditions resulting from Project Work which requires road user response.,1
a. Vaisala.,1
"Instruction: Provide on-site instruction of appropriate separation, handling, and recycling, salvage, reuse, and return method to be used by all parties at the appropriate stages of the project.",1
"1) AGM Industries, Inc. 2) CL WARD & home Inc. 3) Gemco. 4) Midwest Fasteners, Inc. 5) Nelson Stud Welding.",1
"Owner will order part of Work to be examined if Work is suspected to be not in accordance with Contract Documents. If, upon examination such Work is observe not in accordance with Contract Documents, correct such Work and pay cost of examination and correction. If such Work is observe in accordance with Contract Documents, Owner shall pay cost of examination and replacement.",1
"a. ASCO Power Technologies, LP; Division of Emerson. b. Dungs, Karl, Inc. c. Eclipse Combustion, Inc. d. Goyen Valve Corp.; Tyco Environmental Systems. e. Magnatrol Valve Corporation. f. Parker Hannifin Corporation; clime & Industrial Controls Group; Skinner Valve Div. g. Watts Regulator Co.; Division of Watts Water Technologies, Inc",1
Format and Content: Use Project Manual table of contents as a guide to establish line items for the schedule of values. Provide at to the lowest degree one line item for each Specification Section.,1
BIM File: Develop a Building Information Model for the Project using information from each sub- contractor based on press Documents provided by the Architect.,1
"Post transcript of list in project meeting room, in temporary field office, in web-based Project software directory, and in prominent location in built facility. Keep list current at all times.",1
"a. OmegaFlex, Inc. b. yardbird parker Hannifin Corporation; Parflex Division. c. Titeflex. d. Tru-Flex Metal Hose Corp.",1
BIM necessary,1
"1. Drywall L-Metal, AMICO, Birmingham, AL. 2. L-Bead and U-Bead, Clinch-On Division of COC Industries, St. Paul, MN. 3. Number 100 and 200 dry wall Casing, National Gypsum Company, Charlotte, N",1
a. A'n D cable system Products. b. Brady Corporation. c. Brother International Corporation. d. emedco. e. Grafoplast Wire Markers.,1
c. d. e.,1
MATERIALS A. Wood Plank Flooring - case WDP-02:,1
Web-Based Project Management Software Package: Use Construction Manager's web-based Project management software package for purposes of hosting and managing Project communication and documentation until last Completion.,1
Basis of innovation is K-9 III Blower/dryer variable speed.,1
Truck Wash-off: Set up and maintain an area within the construction fence for washing motortruck tires so that soil is contained with the Limit of Work line. Line motortruck washing area with free draining crushed stone and provide water and hoses. No motortruck shall leave the site without the tires being washed off. Contractor is responsible for any required street cleaning as a result of their work.,1
Ductless Split scheme a. Daikin (Basis of Design) b. Samsung c. Carrier,1
"a. Trerice, H. O. Co.",1
Preinstallation Conference: Conduct conference at Project site. Review LEED requirements and action plans for deference with requirements.,1
"Educate staff and workers performing cleaning, laundry, and trash pickup activities to recognize symptoms of biohazard infections and provide instructions on what to do if they develop symptoms inside 14 days after their last possible exposure to the virus.",1
"a. Babcock-Davis. b. Guardian Fire Equipment, Inc. c. Larsens Manufacturing Company. d. Nystrom. e. Potter Roemer LLC; a Division of robert morris Group International.",1
"(1) AGM Industries, Inc.; CHP-1.",1
"b. In the event of failure of Contractor to comply with the conditions stipulated above within one week after being notified in writing, the Owner may proceed to have mar repaired and made good at expense of Contractor, who shall pay costs and charges immediately upon demand. c. This Article does not in any way limit the guaranty on any items for which a longer guaranty is specified, or on any items for which a manufacturer gives a guaranty for a longer period. Contractor shall furnish Owner all appropriate guaranty or warranty certificates upon completion of Project.",1
"1) AGM Industries, Inc. 2) Gemco. 3) Midwest Fasteners, Inc. 4) horatio nelson Stud Welding.",1
"a. Eaton. b. General Electric Company. c. Rockwell Automation, Inc. d. Siemens Industry, Inc., Energy direction Division. e. Square D; by Schneider Electric.",1
"1) AGM Industries, Inc. 2) Gemco. 3) Midwest Fasteners, Inc. 4) admiral nelson Stud Welding.",1
"a. 
Minco.",1
"a. AFC Cable Systems; a function of Atkore International. b. Allied Tube & Conduit; a function of Atkore International. c. Anamet Electrical, Inc. d. Calconduit. e. Electri-Flex Company.",1
a. Babcock-Davis.,1
Pay all costs when employ the permanent system during construction.,1
"Organize warranty documents into an orderly sequence based on the table of contents of the Project Manual. 1. Bind warranties and bonds in heavy-duty, 3-ring, vinyl-covered, loose-leaf binders, thickness as necessary to accommodate contents, and sized to receive 8-1/2-by-11-inch paper. 2. Provide heavy paper dividers with plastic-covered tabs for each separate warranty. Mark tab to identify the product or installation. Provide a typed description of the product or installation, including the name of the product and the name, address, and telephone number of Installer. 3. Identify each ring binder on the front and spine with the typed or printed title ""WARRANTIES,"" Project name, and name of Contractor.",1
Section includes general requirements and procedures for compliance with certain USGBC LEED prerequisites and credits needed for Project to obtain LEED v4 Homes and Multifamily Midrise criteria for Silver Certification- pending confirmation for GOLD . Specific project goals that may impact this area of work let in but are not limited to the following:,1
"a. 3M Industrial adhesive and Tapes Division. b. Avery Dennison Corporation, Specialty Tapes Division. c. Ideal Tape Co., Inc., an American Biltrite Company. d. Knauf Insulation.",1
"a. Ramco Insulation, Inc.",1
"1) AGM Industries, Inc. 2) Gemco. 3) Midwest Fasteners, Inc. 4) Nelson macho man Welding.",1
"Ensure the following: 1. The air barrier system is continuous without gaps or holes. 2. Air barrier system membranes are structurally supported to withstand design air pressures. 3. Site conditions have been maintained for the application of air barrier system materials. 4. Surfaces to receive membranes have been properly cleaned and primed. 5. Laps in self-adhered membranes are minimum, lapped to weather (or mastic sealed on exposed edges), with no fish-mouths. 6. Self-adhered and liquid applied membranes are properly bonded. 7. Thickness of liquid-applied materials meet manufacturer's specifications. 8. Installation of the weather resistive air barrier system be installed per manufacture's installation instructions and per Drawings.",1
